CaseID,ActivityID,CompleteTimestamp
3545,Take in charge ticket,2010-07-13 15:01:23
3545,Resolve ticket,2010-07-13 15:01:37
3545,Closed,2010-08-04 10:40:46
3557,Assign seriousness,2010-09-15 15:44:34
3557,Take in charge ticket,2010-09-15 15:51:01
3557,Resolve ticket,2010-09-15 15:51:07
3557,Closed,2010-11-07 16:50:58
3579,Assign seriousness,2011-01-05 15:49:02
3579,Take in charge ticket,2011-01-10 08:15:19
3579,Resolve ticket,2011-01-10 08:16:46
3579,Closed,2011-02-18 15:50:27
3590,Insert ticket,2010-09-15 14:38:51
3590,Assign seriousness,2010-09-16 07:14:36
3590,Take in charge ticket,2010-09-16 09:03:40
3590,Resolve ticket,2010-09-27 15:22:43
3590,Closed,2010-10-29 14:40:28
3623,Assign seriousness,2011-03-15 13:18:19
3623,Take in charge ticket,2011-03-15 13:18:50
3623,Wait,2011-03-15 14:41:01
3623,Wait,2011-03-18 15:45:55
3623,Take in charge ticket,2011-04-14 08:41:49
3623,Resolve ticket,2011-04-14 08:42:53
3623,Closed,2011-04-29 08:43:12
3645,Assign seriousness,2010-10-11 07:49:01
3645,Take in charge ticket,2010-10-12 09:58:32
3645,Resolve ticket,2010-10-12 09:59:33
3645,Closed,2010-11-11 08:50:23
3656,Assign seriousness,2011-06-21 15:42:53
3656,Assign seriousness,2011-06-21 15:43:03
3656,Take in charge ticket,2011-06-23 12:57:37
3656,Resolve ticket,2011-06-23 14:56:12
3656,Closed,2011-08-04 15:50:29
3668,Assign seriousness,2010-02-16 11:00:09
3668,Take in charge ticket,2010-02-16 11:00:17
3668,Resolve ticket,2010-02-16 11:00:27
3668,Closed,2010-03-19 11:11:08
3679,Assign seriousness,2012-02-02 15:06:04
3679,Take in charge ticket,2012-02-02 15:06:16
3679,Resolve ticket,2012-02-03 08:29:08
3679,Closed,2012-03-08 15:10:30
3690,Assign seriousness,2011-09-30 08:48:55
3690,Take in charge ticket,2011-09-30 13:46:24
3690,Resolve ticket,2011-10-06 07:58:26
3690,Closed,2011-11-02 09:50:20
3745,Assign seriousness,2011-11-11 10:35:35
3745,Take in charge ticket,2011-11-15 14:54:29
3745,Wait,2011-11-16 10:55:17
3745,Resolve ticket,2011-11-17 11:36:55
3745,Closed,2011-12-22 11:20:36
3767,Assign seriousness,2012-02-01 08:30:27
3767,Take in charge ticket,2012-02-09 17:05:23
3767,Resolve ticket,2012-02-15 10:07:50
3767,Closed,2012-03-16 10:08:15
3779,Assign seriousness,2011-06-07 12:15:58
3779,Take in charge ticket,2011-06-07 12:16:33
3779,Resolve ticket,2011-06-08 08:50:52
3779,Closed,2011-07-23 12:20:44
3801,Assign seriousness,2011-02-18 11:17:32
3801,Take in charge ticket,2011-02-18 17:47:39
3801,Resolve ticket,2011-02-18 17:55:57
3801,Closed,2011-04-03 10:20:41
3812,Assign seriousness,2011-03-10 11:06:41
3812,Assign seriousness,2011-03-10 11:08:14
3812,Take in charge ticket,2011-03-10 11:15:07
3812,Resolve ticket,2011-03-10 14:21:58
3812,Closed,2011-04-12 10:12:18
3834,Assign seriousness,2011-05-16 09:25:43
3834,Take in charge ticket,2011-05-16 09:26:52
3834,Resolve ticket,2011-05-16 13:04:16
3834,Closed,2011-07-01 09:30:33
3878,Assign seriousness,2011-03-09 11:49:32
3878,Take in charge ticket,2011-03-09 11:49:53
3878,Wait,2011-03-09 11:53:22
3878,Take in charge ticket,2011-03-10 13:20:24
3878,Resolve ticket,2011-03-10 13:21:03
3878,Closed,2011-04-27 12:20:36
3890,Assign seriousness,2010-10-07 15:56:55
3890,Take in charge ticket,2010-10-07 15:57:26
3890,Resolve ticket,2010-10-08 08:44:11
3890,Closed,2010-11-20 17:00:35
3901,Assign seriousness,2011-07-08 14:17:10
3901,Assign seriousness,2011-07-13 09:15:33
3901,Take in charge ticket,2011-07-13 12:27:47
3901,Resolve ticket,2011-07-13 12:29:32
3901,Closed,2011-08-21 14:20:33
3912,Assign seriousness,2010-11-30 17:09:16
3912,Take in charge ticket,2010-12-06 08:08:44
3912,Resolve ticket,2010-12-06 16:31:43
3912,Closed,2011-01-01 17:00:34
3934,Assign seriousness,2011-11-08 15:52:09
3934,Take in charge ticket,2011-11-08 15:52:23
3934,Resolve ticket,2011-11-08 16:20:00
3934,Closed,2011-12-09 16:01:08
3945,Assign seriousness,2010-07-01 08:33:32
3945,Take in charge ticket,2010-07-12 09:25:59
3945,Wait,2010-07-14 14:04:12
3945,Take in charge ticket,2010-07-21 08:23:02
3945,Resolve ticket,2010-07-21 08:23:11
3945,Closed,2010-08-05 08:23:24
3967,Assign seriousness,2011-12-07 11:31:32
3967,Take in charge ticket,2011-12-07 11:41:28
3967,Resolve ticket,2011-12-07 17:02:54
3967,Closed,2012-01-07 11:40:36
3980,Assign seriousness,2011-10-05 08:52:36
3980,Take in charge ticket,2011-10-18 09:24:51
3980,Resolve ticket,2011-10-18 15:36:27
3980,Closed,2011-11-20 10:00:27
3982,Assign seriousness,2011-02-25 16:54:09
3982,Take in charge ticket,2011-02-28 11:00:58
3982,Resolve ticket,2011-02-28 12:01:29
3982,Closed,2011-04-01 16:00:29
3985,Assign seriousness,2011-11-10 09:20:49
3985,Take in charge ticket,2011-11-10 09:21:08
3985,Resolve ticket,2011-12-13 16:45:19
3985,Resolve ticket,2011-12-13 16:45:20
3985,Closed,2011-12-28 16:45:31
3986,Assign seriousness,2011-10-07 08:30:01
3986,Take in charge ticket,2011-10-07 14:08:34
3986,Resolve ticket,2011-10-14 08:03:04
3986,Resolve ticket,2011-10-14 08:03:04
3986,Closed,2011-11-09 09:40:28
3987,Assign seriousness,2011-06-30 15:05:37
3987,Assign seriousness,2011-06-30 15:05:53
3987,Take in charge ticket,2011-07-05 10:38:12
3987,Resolve ticket,2011-07-05 12:14:52
3987,Closed,2011-08-02 15:10:24
3990,Assign seriousness,2011-02-02 14:17:34
3990,Take in charge ticket,2011-02-04 14:48:04
3990,Wait,2011-02-08 14:55:03
3990,Take in charge ticket,2011-02-17 09:18:28
3990,Resolve ticket,2011-02-17 09:18:39
3990,Closed,2011-03-31 07:40:56
3991,Assign seriousness,2010-05-03 11:18:49
3991,Take in charge ticket,2010-05-03 11:20:03
3991,Wait,2010-05-03 11:29:31
3991,Take in charge ticket,2010-05-03 12:15:04
3991,Resolve ticket,2010-05-03 12:15:12
3991,Closed,2010-06-16 11:00:37
3994,Assign seriousness,2011-05-24 08:27:52
3994,Take in charge ticket,2011-05-24 08:28:14
3994,Wait,2011-05-27 14:02:35
3994,Take in charge ticket,2011-06-03 13:21:28
3994,Resolve ticket,2011-06-03 13:21:36
3994,Closed,2011-07-01 07:50:37
3996,Assign seriousness,2011-01-17 10:10:54
3996,Take in charge ticket,2011-01-20 11:01:42
3996,Resolve ticket,2011-02-28 09:40:39
3996,Closed,2011-03-15 09:40:57
3998,Assign seriousness,2011-04-13 14:43:16
3998,Take in charge ticket,2011-04-13 14:44:19
3998,Resolve ticket,2011-04-14 13:56:33
3998,Closed,2011-06-11 14:52:37
3999,Assign seriousness,2011-03-22 15:31:44
3999,Take in charge ticket,2011-04-01 14:42:31
3999,Wait,2011-04-01 14:42:38
3999,Take in charge ticket,2011-04-07 15:40:59
3999,Resolve ticket,2011-04-07 15:41:49
3999,Closed,2011-04-22 15:41:57
4000,Assign seriousness,2012-01-04 08:34:18
4000,Take in charge ticket,2012-01-04 08:34:29
4000,Resolve ticket,2012-01-04 09:17:14
4000,Closed,2012-02-11 08:40:36
4005,Assign seriousness,2011-08-31 14:09:49
4005,Take in charge ticket,2011-09-01 14:52:37
4005,Resolve ticket,2011-09-02 07:18:38
4005,Closed,2011-10-01 14:10:35
4009,Assign seriousness,2011-07-01 10:24:56
4009,Assign seriousness,2011-07-01 10:38:06
4009,Take in charge ticket,2011-07-04 09:02:11
4009,Resolve ticket,2011-07-04 10:43:18
4009,Closed,2011-08-03 10:30:46
4010,Assign seriousness,2011-09-26 12:50:47
4010,Take in charge ticket,2011-09-26 12:51:45
4010,Resolve ticket,2011-09-26 12:57:39
4010,Closed,2011-11-09 14:01:25
4012,Assign seriousness,2011-09-20 07:40:54
4012,Take in charge ticket,2011-09-26 13:33:44
4012,Resolve ticket,2011-09-27 15:12:04
4012,Closed,2011-11-05 08:50:27
4013,Assign seriousness,2011-03-24 14:41:51
4013,Take in charge ticket,2011-03-24 14:42:08
4013,Resolve ticket,2011-03-25 09:19:15
4013,Closed,2011-04-28 13:50:37
4015,Assign seriousness,2011-07-11 13:49:19
4015,Take in charge ticket,2011-07-12 07:52:08
4015,Resolve ticket,2011-07-12 08:16:03
4015,Closed,2011-08-13 13:50:59
4018,Assign seriousness,2011-12-22 16:48:48
4018,Take in charge ticket,2011-12-27 08:30:02
4018,Resolve ticket,2011-12-29 08:36:13
4018,Closed,2012-02-04 16:50:24
4019,Assign seriousness,2011-03-30 08:29:32
4019,Take in charge ticket,2011-03-30 08:30:43
4019,Resolve ticket,2011-03-30 13:13:43
4019,Closed,2011-05-19 08:30:32
4024,Assign seriousness,2011-01-28 09:01:13
4024,Take in charge ticket,2011-01-28 13:49:49
4024,Resolve ticket,2011-01-31 08:58:40
4024,Closed,2011-03-13 09:11:05
4027,Assign seriousness,2011-03-03 09:50:46
4027,Take in charge ticket,2011-03-22 09:19:41
4027,Resolve ticket,2011-03-22 15:41:22
4027,Closed,2011-04-21 14:41:42
4032,Assign seriousness,2012-01-20 14:25:53
4032,Take in charge ticket,2012-01-20 14:26:12
4032,Resolve ticket,2012-02-01 15:22:25
4032,Closed,2012-02-22 14:30:19
4036,Assign seriousness,2010-09-24 10:47:17
4036,Take in charge ticket,2010-09-24 15:16:20
4036,Wait,2010-09-27 13:41:58
4036,Wait,2010-09-28 08:49:02
4036,Take in charge ticket,2010-10-04 08:49:45
4036,Resolve ticket,2010-10-04 08:50:02
4036,Closed,2010-11-18 09:50:29
4040,Assign seriousness,2011-10-06 10:16:56
4040,Take in charge ticket,2011-10-11 13:11:42
4040,Wait,2011-10-13 14:29:37
4040,Resolve ticket,2011-10-17 15:21:14
4040,Closed,2011-11-10 13:20:25
4041,Assign seriousness,2011-03-30 10:44:58
4041,Take in charge ticket,2011-03-30 10:45:26
4041,Resolve ticket,2011-04-04 08:35:45
4041,Closed,2011-05-06 10:50:29
4042,Assign seriousness,2011-12-27 11:54:23
4042,Take in charge ticket,2011-12-27 15:39:22
4042,Resolve ticket,2011-12-30 09:04:14
4042,Resolve ticket,2011-12-30 09:04:15
4042,Closed,2012-02-03 12:01:12
4043,Assign seriousness,2011-10-20 08:41:43
4043,Take in charge ticket,2011-10-20 08:42:26
4043,Resolve ticket,2011-10-20 15:46:08
4043,Closed,2011-12-11 09:50:37
4044,Assign seriousness,2011-09-01 14:32:33
4044,Take in charge ticket,2011-09-05 10:32:40
4044,Wait,2011-09-05 12:35:10
4044,Resolve ticket,2011-09-15 10:43:36
4044,Closed,2011-10-21 13:50:36
4045,Assign seriousness,2011-03-01 15:22:55
4045,Take in charge ticket,2011-03-01 15:23:19
4045,Take in charge ticket,2011-03-01 15:23:50
4045,Wait,2011-03-09 15:28:22
4045,Take in charge ticket,2011-03-18 10:57:44
4045,Resolve ticket,2011-03-18 10:58:27
4045,Closed,2011-04-12 10:02:18
4046,Assign seriousness,2011-03-25 17:11:16
4046,Take in charge ticket,2011-03-25 17:11:53
4046,Resolve ticket,2011-04-05 13:04:16
4046,Take in charge ticket,2011-04-22 08:10:57
4046,Resolve ticket,2011-04-22 09:11:36
4046,Closed,2011-05-07 09:11:55
4050,Assign seriousness,2012-01-09 10:49:13
4050,Take in charge ticket,2012-01-10 08:42:03
4050,Resolve ticket,2012-01-10 14:59:48
4050,Closed,2012-03-01 10:50:31
4051,Assign seriousness,2011-12-02 09:52:07
4051,Take in charge ticket,2011-12-05 08:15:04
4051,Wait,2011-12-05 08:32:43
4051,Resolve ticket,2011-12-12 09:34:29
4051,Closed,2012-01-04 10:00:58
4053,Assign seriousness,2011-12-20 14:30:10
4053,Take in charge ticket,2011-12-22 14:41:31
4053,Resolve ticket,2012-01-03 09:17:57
4053,Closed,2012-02-02 09:18:26
4061,Assign seriousness,2011-12-05 16:00:57
4061,Take in charge ticket,2011-12-06 08:17:04
4061,Resolve ticket,2011-12-12 14:49:16
4061,Closed,2012-01-05 16:10:21
4064,Assign seriousness,2011-04-19 07:31:48
4064,Take in charge ticket,2011-04-19 07:39:52
4064,Resolve ticket,2011-04-19 07:40:58
4064,Closed,2011-05-26 07:40:34
4065,Assign seriousness,2011-12-07 11:06:05
4065,Take in charge ticket,2011-12-09 10:32:22
4065,Resolve ticket,2011-12-13 14:22:01
4065,Closed,2012-01-14 11:10:25
4066,Assign seriousness,2011-04-14 13:47:16
4066,Take in charge ticket,2011-04-14 16:11:57
4066,Resolve ticket,2011-04-15 16:10:51
4066,Closed,2011-05-17 13:50:40
4068,Assign seriousness,2012-02-08 15:27:05
4068,Take in charge ticket,2012-02-08 15:35:36
4068,Resolve ticket,2012-02-08 15:37:34
4068,Closed,2012-03-10 15:30:20
4069,Assign seriousness,2011-05-18 12:24:34
4069,Take in charge ticket,2011-05-18 12:24:56
4069,Resolve ticket,2011-05-19 10:51:17
4069,Closed,2011-06-25 12:32:01
4071,Assign seriousness,2010-09-03 09:30:10
4071,Take in charge ticket,2010-09-08 09:23:34
4071,Resolve ticket,2010-09-08 09:24:25
4071,Closed,2010-10-06 09:40:39
4073,Assign seriousness,2011-09-26 15:22:22
4073,Take in charge ticket,2011-09-26 15:55:24
4073,Resolve ticket,2011-09-27 10:16:11
4073,Closed,2011-11-09 16:30:22
4074,Assign seriousness,2011-12-01 15:29:00
4074,Take in charge ticket,2011-12-01 15:50:17
4074,Resolve ticket,2011-12-05 08:10:24
4074,Closed,2012-01-15 02:02:25
4075,Assign seriousness,2012-01-11 10:42:25
4075,Take in charge ticket,2012-01-11 14:15:21
4075,Resolve ticket,2012-01-11 14:21:45
4075,Closed,2012-02-11 10:51:03
4077,Assign seriousness,2011-12-02 09:59:10
4077,Take in charge ticket,2011-12-02 10:52:24
4077,Resolve ticket,2011-12-02 11:23:36
4077,Closed,2012-01-04 10:00:46
4078,Assign seriousness,2010-06-30 13:04:35
4078,Wait,2010-06-30 13:19:19
4078,Take in charge ticket,2010-07-14 07:27:24
4078,Wait,2010-07-14 08:07:06
4078,Take in charge ticket,2010-08-10 12:41:37
4078,Resolve ticket,2010-08-10 12:42:18
4078,Closed,2010-08-25 12:42:27
4079,Assign seriousness,2011-05-16 08:10:57
4079,Take in charge ticket,2011-05-20 10:35:25
4079,Wait,2011-05-20 10:47:49
4079,Resolve ticket,2011-05-24 09:29:19
4079,Closed,2011-06-17 16:00:21
4082,Assign seriousness,2011-08-26 07:17:43
4082,Resolve ticket,2011-08-26 07:26:10
4082,Closed,2011-09-28 07:20:19
4087,Assign seriousness,2010-12-15 14:49:07
4087,Take in charge ticket,2010-12-17 10:42:59
4087,Resolve ticket,2010-12-30 13:37:37
4087,Closed,2011-01-29 13:37:57
4093,Assign seriousness,2010-04-28 15:50:51
4093,Take in charge ticket,2010-05-06 07:29:22
4093,Resolve ticket,2010-05-20 07:50:14
4093,Closed,2010-06-04 07:50:32
4095,Assign seriousness,2010-12-14 16:44:33
4095,Take in charge ticket,2010-12-17 11:20:18
4095,Resolve ticket,2010-12-21 09:11:52
4095,Closed,2011-02-11 16:50:36
4096,Assign seriousness,2011-05-18 07:07:11
4096,Take in charge ticket,2011-05-18 15:17:52
4096,Resolve ticket,2011-05-19 13:13:15
4096,Closed,2011-06-24 14:49:49
4097,Assign seriousness,2011-06-09 10:42:40
4097,Take in charge ticket,2011-06-09 12:48:08
4097,Resolve ticket,2011-06-17 08:50:28
4097,Closed,2011-07-12 10:51:04
4100,Assign seriousness,2011-07-29 10:45:34
4100,Take in charge ticket,2011-07-29 12:29:41
4100,Resolve ticket,2011-07-29 13:12:05
4100,Closed,2011-09-22 10:50:19
4101,Assign seriousness,2011-08-23 07:55:39
4101,Take in charge ticket,2011-08-23 07:55:46
4101,Resolve ticket,2011-08-24 15:44:28
4101,Closed,2011-10-10 08:00:42
4102,Assign seriousness,2011-06-30 09:43:59
4102,Assign seriousness,2011-06-30 09:44:19
4102,Take in charge ticket,2011-07-05 12:34:00
4102,Resolve ticket,2011-07-07 08:33:49
4102,Closed,2011-08-02 09:50:46
4105,Assign seriousness,2011-05-10 10:41:18
4105,Take in charge ticket,2011-05-11 13:53:50
4105,Wait,2011-06-09 09:37:51
4105,Take in charge ticket,2011-06-21 09:41:50
4105,Resolve ticket,2011-06-21 09:45:58
4105,Closed,2011-07-06 09:46:19
4106,Assign seriousness,2010-05-28 11:02:07
4106,Wait,2010-05-28 14:24:24
4106,Take in charge ticket,2010-05-28 14:57:02
4106,Resolve ticket,2010-05-28 14:57:12
4106,Take in charge ticket,2010-05-28 15:37:43
4106,Wait,2010-05-28 16:21:51
4106,Take in charge ticket,2010-05-31 08:56:23
4106,Resolve ticket,2010-05-31 08:57:56
4106,Closed,2010-06-29 11:00:25
4108,Take in charge ticket,2011-12-14 09:47:44
4108,Resolve ticket,2011-12-14 09:48:59
4108,Closed,2012-02-02 09:50:48
4110,Assign seriousness,2010-12-01 16:39:51
4110,Take in charge ticket,2010-12-02 17:41:33
4110,Resolve ticket,2010-12-02 17:44:15
4110,Resolve ticket,2010-12-02 17:44:15
4110,Closed,2011-01-15 16:40:37
4111,Assign seriousness,2011-04-29 10:42:14
4111,Take in charge ticket,2011-04-29 10:42:26
4111,Take in charge ticket,2011-04-29 12:55:58
4111,Resolve ticket,2011-05-17 07:14:04
4111,Closed,2011-06-01 07:14:17
4112,Assign seriousness,2011-09-22 08:10:27
4112,Resolve ticket,2011-09-26 07:42:40
4112,Closed,2011-10-25 08:20:28
4113,Assign seriousness,2011-02-15 13:52:41
4113,Take in charge ticket,2011-02-15 13:52:52
4113,Resolve ticket,2011-02-15 13:53:29
4113,Closed,2011-04-02 14:15:17
4115,Assign seriousness,2011-04-19 10:22:36
4115,Take in charge ticket,2011-04-19 10:22:53
4115,Resolve ticket,2011-04-22 08:04:16
4115,Closed,2011-06-04 10:30:31
4117,Assign seriousness,2010-12-10 08:15:43
4117,Take in charge ticket,2010-12-13 08:25:39
4117,Resolve ticket,2010-12-14 10:40:45
4117,Take in charge ticket,2010-12-15 16:41:37
4117,Wait,2010-12-16 10:49:48
4117,Take in charge ticket,2011-01-04 16:04:05
4117,Resolve ticket,2011-01-04 16:35:10
4117,Closed,2011-01-19 16:35:23
4119,Assign seriousness,2011-03-10 10:32:42
4119,Take in charge ticket,2011-03-10 10:33:29
4119,Wait,2011-03-10 11:16:12
4119,Take in charge ticket,2011-03-14 08:25:15
4119,Wait,2011-03-18 13:47:25
4119,Take in charge ticket,2011-03-25 14:51:06
4119,Resolve ticket,2011-03-25 14:51:20
4119,Closed,2011-04-21 08:00:42
4120,Assign seriousness,2010-09-09 12:33:02
4120,Take in charge ticket,2010-09-09 12:33:43
4120,Resolve ticket,2010-09-09 12:33:50
4120,Closed,2010-10-23 12:40:33
4122,Assign seriousness,2010-04-01 09:36:02
4122,Take in charge ticket,2010-04-29 08:55:35
4122,Wait,2010-04-29 09:38:26
4122,Take in charge ticket,2010-04-29 13:39:58
4122,Resolve ticket,2010-04-29 14:26:41
4122,Closed,2010-05-14 14:26:52
4123,Assign seriousness,2010-02-02 09:52:38
4123,Take in charge ticket,2010-02-17 16:24:59
4123,Resolve ticket,2010-02-19 08:23:45
4123,Closed,2010-03-06 08:24:05
4126,Assign seriousness,2010-12-14 11:45:17
4126,Take in charge ticket,2010-12-15 16:15:20
4126,Resolve ticket,2010-12-15 16:33:13
4126,Closed,2011-01-27 11:50:51
4127,Insert ticket,2010-05-05 12:56:02
4127,Assign seriousness,2010-05-05 14:39:36
4127,Take in charge ticket,2010-05-11 07:52:31
4127,Resolve ticket,2010-05-12 14:39:13
4127,Closed,2010-06-05 13:00:17
4128,Take in charge ticket,2012-01-23 08:40:34
4128,Resolve ticket,2012-01-31 17:03:03
4128,Closed,2012-02-23 08:50:25
4132,Assign seriousness,2012-01-13 16:31:55
4132,Take in charge ticket,2012-01-16 08:37:03
4132,Resolve ticket,2012-01-16 15:39:17
4132,Closed,2012-03-12 16:40:46
4133,Assign seriousness,2011-03-22 08:27:05
4133,Take in charge ticket,2011-03-25 11:28:43
4133,Resolve ticket,2011-04-08 13:41:15
4133,Closed,2011-04-23 13:41:31
4134,Assign seriousness,2011-06-23 14:43:37
4134,Assign seriousness,2011-06-23 14:44:01
4134,Take in charge ticket,2011-06-23 14:48:10
4134,Resolve ticket,2011-06-23 15:13:17
4134,Closed,2011-07-26 14:50:24
4135,Insert ticket,2010-03-04 16:49:18
4135,Assign seriousness,2010-03-08 13:59:35
4135,Take in charge ticket,2010-03-08 14:00:06
4135,Resolve ticket,2010-03-08 14:00:16
4135,Closed,2010-04-06 15:50:21
4139,Assign seriousness,2010-12-29 11:10:05
4139,Take in charge ticket,2011-01-10 11:35:05
4139,Resolve ticket,2011-01-18 11:01:45
4139,Closed,2011-02-02 11:02:01
4142,Assign seriousness,2011-10-17 13:39:19
4142,Resolve ticket,2011-10-18 07:27:07
4142,Closed,2011-11-24 14:40:49
4143,Assign seriousness,2011-04-04 13:06:22
4143,Take in charge ticket,2011-04-04 13:06:59
4143,Resolve ticket,2011-04-04 14:28:46
4143,Closed,2011-05-05 13:10:38
4145,Assign seriousness,2011-06-14 07:11:34
4145,Take in charge ticket,2011-06-14 07:22:14
4145,Wait,2011-06-16 15:20:04
4145,Take in charge ticket,2011-06-17 13:19:03
4145,Resolve ticket,2011-06-17 13:20:01
4145,Closed,2011-07-15 14:20:39
4146,Assign seriousness,2010-12-23 08:52:03
4146,Take in charge ticket,2010-12-28 16:34:13
4146,Wait,2010-12-28 16:43:35
4146,Take in charge ticket,2011-01-10 08:29:01
4146,Resolve ticket,2011-01-10 08:29:39
4146,Closed,2011-01-25 08:29:53
4147,Assign seriousness,2010-03-19 15:46:29
4147,Assign seriousness,2010-03-19 15:46:50
4147,Take in charge ticket,2010-03-19 15:47:09
4147,Resolve ticket,2010-04-20 08:27:07
4147,Closed,2010-05-05 08:27:22
4149,Assign seriousness,2010-09-03 08:49:02
4149,Take in charge ticket,2010-09-09 10:01:32
4149,Resolve ticket,2010-09-09 10:12:29
4149,Closed,2010-10-21 08:50:25
4150,Assign seriousness,2010-12-31 09:41:03
4150,Take in charge ticket,2010-12-31 09:41:44
4150,Resolve ticket,2010-12-31 09:42:08
4150,Closed,2011-02-13 09:50:37
4151,Insert ticket,2010-04-28 07:59:40
4151,Assign seriousness,2010-04-28 08:04:25
4151,Take in charge ticket,2010-04-29 13:32:50
4151,Resolve ticket,2010-04-29 13:39:49
4151,Closed,2010-05-29 08:01:22
4154,Assign seriousness,2011-09-01 07:15:15
4154,Take in charge ticket,2011-09-01 07:15:49
4154,Resolve ticket,2011-09-13 07:50:31
4154,Closed,2011-10-15 07:20:46
4155,Assign seriousness,2010-03-24 11:24:08
4155,Take in charge ticket,2010-03-24 11:24:16
4155,Resolve ticket,2010-04-14 14:51:34
4155,Closed,2010-04-29 14:51:50
4156,Assign seriousness,2010-11-16 11:53:46
4156,Take in charge ticket,2010-11-16 14:22:57
4156,Resolve ticket,2010-11-17 09:05:25
4156,Closed,2011-01-01 12:00:41
4157,Assign seriousness,2012-01-30 16:21:12
4157,Take in charge ticket,2012-01-30 16:21:21
4157,Resolve ticket,2012-01-30 16:26:10
4157,Closed,2012-03-14 16:30:35
4158,Assign seriousness,2011-03-31 15:49:16
4158,Take in charge ticket,2011-03-31 15:50:04
4158,Resolve ticket,2011-04-22 07:57:10
4158,Closed,2011-05-07 07:57:27
4160,Assign seriousness,2011-12-27 10:15:56
4160,Take in charge ticket,2011-12-27 14:02:18
4160,Wait,2011-12-27 15:02:37
4160,Take in charge ticket,2012-01-12 08:25:56
4160,Resolve ticket,2012-01-12 08:42:41
4160,Closed,2012-02-11 08:43:08
4163,Assign seriousness,2011-11-08 10:47:18
4163,Take in charge ticket,2011-11-11 13:31:56
4163,Wait,2011-11-22 09:56:15
4163,Resolve ticket,2011-11-25 11:37:22
4163,Resolve ticket,2011-11-25 11:37:25
4163,Closed,2011-12-14 13:30:32
4165,Assign seriousness,2010-04-19 15:41:52
4165,Take in charge ticket,2010-04-20 07:20:23
4165,Resolve ticket,2010-04-22 14:28:57
4165,Closed,2010-05-20 15:50:37
4168,Assign seriousness,2011-01-26 09:10:07
4168,Take in charge ticket,2011-01-27 09:10:56
4168,Wait,2011-02-16 14:45:12
4168,Take in charge ticket,2011-02-18 09:09:12
4168,Resolve ticket,2011-02-18 09:14:21
4168,Closed,2011-03-08 08:18:04
4173,Assign seriousness,2010-07-20 08:40:57
4173,Take in charge ticket,2010-07-29 15:20:00
4173,Resolve ticket,2010-07-29 15:27:41
4173,Closed,2010-08-20 08:50:20
4176,Assign seriousness,2011-06-29 10:00:04
4176,Assign seriousness,2011-06-29 10:07:21
4176,Take in charge ticket,2011-06-29 11:13:16
4176,Resolve ticket,2011-06-29 11:13:58
4176,Closed,2011-08-27 10:10:24
4177,Assign seriousness,2011-03-22 16:38:53
4177,Take in charge ticket,2011-03-22 16:45:16
4177,Wait,2011-03-31 07:19:40
4177,Wait,2011-03-31 07:20:00
4177,Take in charge ticket,2011-04-20 09:32:46
4177,Resolve ticket,2011-04-20 09:32:52
4177,Closed,2011-05-05 09:33:04
4178,Assign seriousness,2011-09-15 13:33:25
4178,Take in charge ticket,2011-09-21 07:45:49
4178,Resolve ticket,2011-09-29 10:05:34
4178,Closed,2011-11-02 14:41:02
4182,Assign seriousness,2010-10-19 14:29:56
4182,Take in charge ticket,2010-11-12 13:52:11
4182,Resolve ticket,2010-11-12 13:52:18
4182,Closed,2010-11-27 13:52:29
4184,Assign seriousness,2010-10-20 15:32:52
4184,Assign seriousness,2010-10-20 15:33:11
4184,Take in charge ticket,2010-10-20 15:33:20
4184,Resolve ticket,2010-10-22 07:33:43
4184,Closed,2010-11-23 16:40:21
4185,Assign seriousness,2012-01-26 08:48:31
4185,Take in charge ticket,2012-01-26 08:48:55
4185,Resolve ticket,2012-01-26 14:37:16
4185,Closed,2012-02-28 08:50:28
4186,Take in charge ticket,2012-02-07 13:29:09
4186,Resolve ticket,2012-02-14 16:38:48
4186,Closed,2012-03-22 13:30:29
4188,Assign seriousness,2011-03-07 11:59:06
4188,Take in charge ticket,2011-03-07 11:59:47
4188,Wait,2011-03-22 14:12:53
4188,Take in charge ticket,2011-03-23 09:32:23
4188,Resolve ticket,2011-03-23 09:32:35
4188,Closed,2011-04-07 08:32:42
4189,Assign seriousness,2011-02-28 14:24:57
4189,Take in charge ticket,2011-02-28 14:27:14
4189,Resolve ticket,2011-03-01 09:39:56
4189,Closed,2011-04-02 14:15:17
4190,Assign seriousness,2011-12-07 08:15:35
4190,Take in charge ticket,2011-12-07 13:40:40
4190,Resolve ticket,2012-01-18 16:41:22
4190,Closed,2012-02-02 16:41:38
4191,Assign seriousness,2011-05-10 07:37:28
4191,Take in charge ticket,2011-05-10 07:37:56
4191,Resolve ticket,2011-05-10 08:29:58
4191,Closed,2011-06-10 07:40:24
4194,Assign seriousness,2010-04-08 10:00:27
4194,Wait,2010-04-09 15:48:44
4194,Take in charge ticket,2010-04-14 09:54:27
4194,Resolve ticket,2010-04-21 09:43:37
4194,Closed,2010-05-11 10:10:37
4198,Assign seriousness,2011-08-24 13:57:05
4198,Take in charge ticket,2011-08-30 07:20:12
4198,Resolve ticket,2011-08-31 10:47:39
4198,Closed,2011-09-24 14:00:47
4201,Assign seriousness,2011-03-14 10:33:46
4201,Take in charge ticket,2011-03-14 10:34:09
4201,Resolve ticket,2011-03-28 09:21:11
