Case ID,Activity,Complete Timestamp,Resource
4356,Wait,2010-09-03 14:01:42,Value 7
4356,Take in charge ticket,2010-09-13 10:24:06,Value 5
4356,Wait,2010-09-13 10:24:11,Value 5
4356,Take in charge ticket,2010-09-15 10:31:52,Value 7
4356,Resolve ticket,2010-09-15 10:32:23,Value 7
4356,Closed,2010-09-30 10:32:38,Value 5
4357,Assign seriousness,2012-03-28 12:52:44,Value 2
4357,Take in charge ticket,2012-03-28 13:12:39,Value 2
4357,Wait,2012-04-13 07:24:41,Value 2
4357,Resolve ticket,2012-04-30 07:20:58,Value 1
4357,Closed,2012-05-15 07:21:13,Value 5
4360,Assign seriousness,2010-03-15 08:06:20,Value 2
4360,Take in charge ticket,2010-03-15 08:06:36,Value 2
4360,Resolve ticket,2010-04-16 15:02:04,Value 2
4360,Closed,2010-05-01 15:02:27,Value 5
4361,Assign seriousness,2010-11-11 10:03:44,Value 7
4361,Take in charge ticket,2010-11-11 10:05:19,Value 7
4361,Resolve ticket,2010-11-11 10:05:27,Value 7
4361,Closed,2010-12-14 10:10:30,Value 5
4362,Assign seriousness,2011-03-07 09:09:57,Value 2
4362,Take in charge ticket,2011-03-07 09:10:06,Value 2
4362,Resolve ticket,2011-03-08 09:37:41,Value 2
4362,Closed,2011-04-14 08:10:42,Value 5
4363,Assign seriousness,2011-01-13 15:40:44,Value 8
4363,Assign seriousness,2011-01-13 16:32:08,Value 2
4363,Take in charge ticket,2011-01-13 16:32:18,Value 2
4363,Resolve ticket,2011-01-13 16:32:32,Value 2
4363,Closed,2011-02-15 15:50:23,Value 5
4364,Assign seriousness,2010-03-29 13:52:58,Value 2
4364,Assign seriousness,2010-03-29 13:54:54,Value 2
4364,Assign seriousness,2010-05-12 16:10:13,Value 2
4364,Assign seriousness,2010-05-12 16:10:17,Value 2
4364,Take in charge ticket,2010-05-12 16:10:57,Value 2
4364,Resolve ticket,2010-05-12 16:11:56,Value 2
4364,Closed,2010-05-27 16:12:07,Value 5
4365,Assign seriousness,2013-01-14 09:47:56,Value 13
4365,Take in charge ticket,2013-01-17 09:06:53,Value 2
4365,Wait,2013-01-17 09:28:46,Value 1
4365,Resolve ticket,2013-02-04 16:33:23,Value 1
4365,Closed,2013-02-19 16:33:46,Value 3
4366,Assign seriousness,2012-02-27 11:50:44,Value 1
4366,Take in charge ticket,2012-02-27 13:41:41,Value 6
4366,Wait,2012-02-28 17:09:42,Value 12
4366,Resolve ticket,2012-03-19 08:29:33,Value 12
4366,Closed,2012-04-03 07:29:45,Value 5
4367,Assign seriousness,2013-02-01 11:07:48,Value 1
4367,Require upgrade,2013-02-19 08:46:03,Value 4
4367,Resolve ticket,2013-02-19 10:33:21,Value 4
4367,Closed,2013-03-06 10:33:27,Value 3
4368,Insert ticket,2010-04-07 15:30:47,Value 12
4368,Assign seriousness,2010-04-07 15:31:32,Value 12
4368,Take in charge ticket,2010-04-07 15:37:17,Value 12
4368,Resolve ticket,2010-04-09 15:16:50,Value 12
4368,Closed,2010-05-14 15:40:25,Value 5
4369,Assign seriousness,2013-11-19 10:17:43,Value 2
4369,Take in charge ticket,2013-12-03 11:17:30,Value 9
4369,Wait,2013-12-03 15:55:01,Value 9
4369,Resolve ticket,2013-12-06 17:02:32,Value 9
4369,Closed,2013-12-21 17:02:40,Value 3
4371,Assign seriousness,2011-10-12 13:52:40,Value 1
4371,Take in charge ticket,2011-10-13 09:31:47,Value 6
4371,Resolve ticket,2011-10-13 12:49:59,Value 6
4371,Closed,2011-11-27 15:00:19,Value 5
4372,Assign seriousness,2012-07-27 13:04:28,Value 1
4372,Resolve ticket,2012-07-27 13:05:46,Value 1
4372,Resolve ticket,2012-07-27 13:05:46,Value 1
4372,Closed,2012-09-05 13:10:22,Value 5
4373,Assign seriousness,2011-04-27 12:32:47,Value 8
4373,Take in charge ticket,2011-04-27 12:35:33,Value 8
4373,Resolve ticket,2011-04-27 12:47:57,Value 8
4373,Closed,2011-06-03 12:40:26,Value 5
4374,Assign seriousness,2012-02-22 14:33:06,Value 1
4374,Take in charge ticket,2012-02-22 14:33:15,Value 1
4374,Resolve ticket,2012-02-24 14:42:24,Value 1
4374,Closed,2012-03-24 14:41:59,Value 5
4375,Assign seriousness,2010-04-22 07:26:21,Value 2
4375,Take in charge ticket,2010-05-17 15:39:01,Value 2
4375,Resolve ticket,2010-05-17 15:39:10,Value 2
4375,Closed,2010-06-16 15:39:30,Value 5
4376,Assign seriousness,2010-09-20 12:56:21,Value 7
4376,Take in charge ticket,2010-09-22 15:27:25,Value 11
4376,Resolve ticket,2010-09-22 15:27:30,Value 11
4376,Closed,2010-11-03 14:00:20,Value 5
4377,Assign seriousness,2011-09-23 08:17:21,Value 1
4377,Take in charge ticket,2011-09-28 10:11:21,Value 13
4377,Wait,2011-10-07 09:09:27,Value 13
4377,Resolve ticket,2011-10-31 16:41:48,Value 2
4377,Closed,2011-11-17 16:00:30,Value 5
4378,Assign seriousness,2012-03-26 15:17:58,Value 1
4378,Take in charge ticket,2012-03-27 08:41:06,Value 13
4378,Wait,2012-03-27 08:42:51,Value 13
4378,Take in charge ticket,2012-03-28 07:20:47,Value 13
4378,Wait,2012-03-28 07:44:04,Value 13
4378,Resolve ticket,2012-04-12 15:00:28,Value 13
4378,Closed,2012-04-27 15:00:45,Value 5
4379,Assign seriousness,2011-04-26 07:58:29,Value 8
4379,Take in charge ticket,2011-04-26 08:23:14,Value 10
4379,Resolve ticket,2011-04-26 08:30:12,Value 10
4379,Closed,2011-06-03 08:00:31,Value 5
4380,Assign seriousness,2012-06-08 08:10:29,Value 1
4380,Take in charge ticket,2012-06-08 12:49:28,Value 2
4380,Resolve ticket,2012-06-12 10:43:27,Value 2
4380,Closed,2012-07-11 08:20:37,Value 5
4382,Assign seriousness,2011-05-27 13:12:00,Value 8
4382,Take in charge ticket,2011-06-10 14:05:35,Value 6
4382,Resolve ticket,2011-06-14 12:52:51,Value 9
4382,Closed,2011-06-29 12:53:13,Value 5
4383,Assign seriousness,2012-11-14 16:58:19,Value 1
4383,Take in charge ticket,2012-11-15 11:54:48,Value 13
4383,Resolve ticket,2012-11-30 08:37:17,Value 12
4383,Closed,2012-12-15 08:37:33,Value 3
4384,Assign seriousness,2011-03-24 11:51:56,Value 13
4384,Take in charge ticket,2011-03-24 11:52:11,Value 13
4384,Resolve ticket,2011-03-24 14:01:26,Value 13
4384,Closed,2011-04-26 11:00:50,Value 5
4385,Assign seriousness,2011-07-26 12:17:01,Value 9
4385,Take in charge ticket,2011-07-26 13:57:22,Value 9
4385,Wait,2011-07-26 15:09:40,Value 9
4385,Resolve ticket,2011-08-11 10:30:07,Value 9
4385,Closed,2011-08-26 10:30:17,Value 5
4386,Assign seriousness,2013-02-21 10:33:01,Value 1
4386,Take in charge ticket,2013-03-11 08:11:19,Value 2
4386,Resolve ticket,2013-03-11 08:24:08,Value 9
4386,Closed,2013-03-26 08:24:20,Value 3
4387,Assign seriousness,2013-03-01 15:52:47,Value 1
4387,Take in charge ticket,2013-03-25 09:26:48,Value 2
4387,Resolve ticket,2013-03-27 11:29:49,Value 4
4387,Closed,2013-04-11 10:30:04,Value 3
4388,Assign seriousness,2013-05-31 08:54:38,Value 14
4388,Take in charge ticket,2013-06-14 15:09:56,Value 4
4388,Wait,2013-06-17 07:09:53,Value 9
4388,Resolve ticket,2013-06-26 08:28:05,Value 9
4388,Closed,2013-07-11 08:28:16,Value 3
4389,Assign seriousness,2011-11-14 10:49:02,Value 1
4389,Take in charge ticket,2011-11-16 13:34:14,Value 9
4389,Wait,2011-11-16 13:37:12,Value 9
4389,Resolve ticket,2011-11-18 09:10:41,Value 9
4389,Closed,2011-12-16 16:31:47,Value 5
4390,Assign seriousness,2011-04-08 08:15:32,Value 8
4390,Take in charge ticket,2011-04-08 14:50:49,Value 8
4390,Resolve ticket,2011-04-08 14:54:52,Value 8
4390,Take in charge ticket,2011-04-20 12:58:47,Value 2
4390,Resolve ticket,2011-04-26 10:24:52,Value 21
4390,Closed,2011-05-11 10:25:06,Value 5
4391,Assign seriousness,2012-07-31 14:35:02,Value 1
4391,Take in charge ticket,2012-07-31 15:24:57,Value 13
4391,Resolve ticket,2012-08-02 12:08:43,Value 13
4391,Closed,2012-09-07 14:41:50,Value 5
4393,Assign seriousness,2010-09-07 09:09:52,Value 7
4393,Assign seriousness,2010-09-07 09:10:08,Value 7
4393,Take in charge ticket,2010-09-08 16:17:13,Value 12
4393,Resolve ticket,2010-09-08 16:21:08,Value 12
4393,Closed,2010-10-21 09:10:20,Value 5
4394,Assign seriousness,2013-06-18 16:09:06,Value 14
4394,Take in charge ticket,2013-06-19 15:18:47,Value 9
4394,Wait,2013-06-25 12:23:10,Value 9
4394,Resolve ticket,2013-07-09 13:27:03,Value 9
4394,Closed,2013-07-24 13:27:18,Value 3
4395,Assign seriousness,2011-02-16 16:50:33,Value 13
4395,Take in charge ticket,2011-02-16 16:50:49,Value 13
4395,Resolve ticket,2011-02-16 16:51:44,Value 13
4395,Closed,2011-04-16 16:00:34,Value 5
4396,Insert ticket,2010-09-15 07:20:34,Value 14
4396,Assign seriousness,2010-09-15 07:21:23,Value 14
4396,Take in charge ticket,2010-09-15 07:21:35,Value 14
4396,Resolve ticket,2010-09-15 07:21:55,Value 14
4396,Closed,2010-10-29 07:30:37,Value 5
4397,Assign seriousness,2012-01-13 08:20:49,Value 1
4397,Assign seriousness,2012-01-13 08:35:41,Value 1
4397,Take in charge ticket,2012-01-13 08:39:33,Value 16
4397,Resolve ticket,2012-01-16 09:09:34,Value 16
4397,Closed,2012-03-12 08:30:55,Value 5
4398,Assign seriousness,2011-01-05 10:39:43,Value 8
4398,Assign seriousness,2011-01-10 15:17:11,Value 2
4398,Take in charge ticket,2011-01-10 15:17:17,Value 2
4398,Resolve ticket,2011-01-21 09:34:44,Value 14
4398,Closed,2011-02-05 09:34:55,Value 5
4399,Assign seriousness,2012-02-08 13:07:57,Value 4
4399,Take in charge ticket,2012-02-15 16:43:00,Value 2
4399,Create SW anomaly,2012-02-16 10:41:39,Value 2
4399,Resolve SW anomaly,2012-02-16 10:41:50,Value 2
4399,Resolve SW anomaly,2012-02-17 08:25:51,Value 9
4399,Resolve ticket,2012-03-09 10:39:17,Value 9
4399,Closed,2012-03-24 12:00:22,Value 5
4400,Assign seriousness,2010-11-24 09:11:36,Value 2
4400,Take in charge ticket,2010-11-24 09:12:33,Value 2
4400,Resolve ticket,2010-11-24 09:13:41,Value 2
4400,Closed,2011-01-12 09:20:27,Value 5
4401,Assign seriousness,2010-06-22 07:45:21,Value 6
4401,Take in charge ticket,2010-06-22 07:54:46,Value 2
4401,Resolve ticket,2010-07-30 09:30:47,Value 2
4401,Closed,2010-08-14 09:30:58,Value 5
4402,Take in charge ticket,2013-05-17 07:16:39,Value 1
4402,Wait,2013-05-24 15:06:33,Value 1
4402,Resolve ticket,2013-06-03 08:12:02,Value 1
4402,Closed,2013-06-18 08:12:18,Value 3
4404,Assign seriousness,2012-04-26 09:28:36,Value 1
4404,Take in charge ticket,2012-04-27 08:00:29,Value 13
4404,Resolve ticket,2012-05-09 15:39:26,Value 13
4404,Closed,2012-05-29 09:30:27,Value 5
4405,Assign seriousness,2013-04-03 09:02:16,Value 1
4405,Take in charge ticket,2013-04-26 09:30:53,Value 9
4405,Resolve ticket,2013-04-26 09:33:04,Value 9
4405,Closed,2013-05-11 09:33:21,Value 3
4406,Assign seriousness,2011-02-21 08:53:58,Value 13
4406,Take in charge ticket,2011-02-21 08:54:17,Value 13
4406,Resolve ticket,2011-02-21 09:00:43,Value 2
4406,Closed,2011-04-03 07:09:10,Value 5
4407,Assign seriousness,2011-02-22 09:01:50,Value 13
4407,Take in charge ticket,2011-02-22 09:02:12,Value 13
4407,Resolve ticket,2011-03-01 08:59:57,Value 2
4407,Closed,2011-04-18 07:05:51,Value 5
4408,Assign seriousness,2012-01-04 09:25:07,Value 1
4408,Take in charge ticket,2012-01-04 09:39:58,Value 9
4408,Resolve ticket,2012-01-04 14:06:09,Value 9
4408,Closed,2012-02-11 09:30:24,Value 5
4409,Assign seriousness,2013-04-22 15:34:28,Value 1
4409,Take in charge ticket,2013-04-30 07:14:40,Value 1
4409,Wait,2013-04-30 14:25:44,Value 1
4409,Resolve ticket,2013-05-16 14:28:24,Value 2
4409,Closed,2013-05-31 14:28:43,Value 3
4410,Insert ticket,2010-03-08 11:52:47,Value 15
4410,Assign seriousness,2010-03-08 11:56:49,Value 2
4410,Take in charge ticket,2010-03-15 10:17:38,Value 15
4410,Resolve ticket,2010-03-15 10:21:22,Value 15
4410,Closed,2010-04-21 11:00:30,Value 5
4411,Assign seriousness,2011-08-01 10:24:31,Value 2
4411,Take in charge ticket,2011-08-03 09:14:36,Value 13
4411,Resolve ticket,2011-08-03 15:44:29,Value 2
4411,Closed,2011-09-01 10:30:29,Value 5
4412,Assign seriousness,2011-03-31 14:36:11,Value 8
4412,Take in charge ticket,2011-03-31 14:46:00,Value 8
4412,Resolve ticket,2011-04-13 13:51:51,Value 9
4412,Closed,2011-05-03 14:40:21,Value 5
4413,Assign seriousness,2013-04-23 10:11:02,Value 1
4413,Take in charge ticket,2013-05-09 08:47:53,Value 2
4413,Resolve ticket,2013-05-09 14:49:38,Value 2
4413,Closed,2013-05-24 14:49:51,Value 3
4415,Take in charge ticket,2011-12-21 10:30:57,Value 1
4415,Resolve ticket,2011-12-27 11:40:28,Value 13
4415,Closed,2012-02-05 10:41:06,Value 5
4416,Assign seriousness,2010-12-03 14:03:28,Value 14
4416,Take in charge ticket,2010-12-06 08:19:24,Value 2
4416,Resolve ticket,2010-12-10 09:43:17,Value 2
4416,Closed,2011-01-19 14:10:24,Value 5
4417,Assign seriousness,2010-10-26 14:50:16,Value 7
4417,Take in charge ticket,2010-10-26 14:50:38,Value 7
4417,Resolve ticket,2010-10-26 14:51:09,Value 7
4417,Closed,2010-11-27 16:00:18,Value 5
4418,Assign seriousness,2012-05-07 08:53:48,Value 13
4418,Take in charge ticket,2012-05-07 08:54:02,Value 13
4418,Resolve ticket,2012-05-07 10:19:00,Value 13
4418,Closed,2012-06-20 09:00:23,Value 5
4419,Assign seriousness,2011-05-24 15:54:51,Value 2
4419,Take in charge ticket,2011-05-24 15:55:16,Value 2
4419,Resolve ticket,2011-05-24 15:57:32,Value 2
4419,Closed,2011-07-01 16:00:48,Value 5
4420,Assign seriousness,2011-09-09 08:08:04,Value 6
4420,Take in charge ticket,2011-09-26 13:42:33,Value 9
4420,Resolve ticket,2011-09-27 09:37:32,Value 9
4420,Closed,2011-10-12 09:37:44,Value 5
4421,Assign seriousness,2013-09-04 15:52:10,Value 18
4421,Take in charge ticket,2013-09-09 07:47:54,Value 2
4421,Wait,2013-09-10 08:44:04,Value 2
4421,Resolve ticket,2013-09-20 08:11:18,Value 2
4421,Closed,2013-10-05 08:11:28,Value 3
4422,Assign seriousness,2012-05-14 12:54:35,Value 9
4422,Take in charge ticket,2012-05-14 13:05:09,Value 9
4422,Wait,2012-05-21 14:47:00,Value 9
4422,Resolve ticket,2012-05-22 07:11:30,Value 9
4422,Closed,2012-06-14 14:30:17,Value 5
4423,Assign seriousness,2010-05-26 07:25:32,Value 2
4423,Take in charge ticket,2010-05-26 07:25:49,Value 2
4423,Resolve ticket,2010-05-26 08:36:58,Value 2
4423,Closed,2010-07-10 07:30:25,Value 5
4424,Assign seriousness,2012-04-19 10:51:11,Value 1
4424,Take in charge ticket,2012-04-23 07:37:41,Value 13
4424,Resolve ticket,2012-04-23 14:32:42,Value 13
4424,Closed,2012-05-22 11:00:37,Value 5
4426,Assign seriousness,2011-10-26 10:40:48,Value 4
4426,Take in charge ticket,2011-10-26 12:14:20,Value 6
4426,Resolve ticket,2011-11-08 09:01:20,Value 6
4426,Closed,2011-12-24 11:50:59,Value 5
4427,Assign seriousness,2011-01-13 17:03:47,Value 8
4427,Assign seriousness,2011-01-28 17:43:23,Value 2
4427,Take in charge ticket,2011-01-28 17:43:29,Value 2
4427,Take in charge ticket,2011-02-04 16:50:59,Value 9
4427,Resolve ticket,2011-02-04 16:52:44,Value 9
4427,Closed,2011-02-19 16:52:57,Value 5
4428,Assign seriousness,2010-04-12 07:51:54,Value 2
4428,Take in charge ticket,2010-05-04 09:14:26,Value 16
4428,Resolve ticket,2010-05-04 09:28:55,Value 16
4428,Closed,2010-05-19 09:29:09,Value 5
4429,Assign seriousness,2011-10-14 12:26:39,Value 1
4429,Take in charge ticket,2011-10-17 07:08:06,Value 6
4429,Resolve ticket,2011-10-17 12:08:53,Value 6
4429,Closed,2011-12-12 13:30:47,Value 5
4430,Assign seriousness,2010-02-10 08:52:42,Value 2
4430,Take in charge ticket,2010-02-22 09:06:59,Value 2
4430,Wait,2010-02-22 09:43:38,Value 2
4430,Take in charge ticket,2010-03-10 08:17:55,Value 2
4430,Resolve ticket,2010-03-10 08:18:00,Value 2
4430,Closed,2010-04-09 07:18:19,Value 5
4431,Assign seriousness,2011-01-11 14:41:04,Value 8
4431,Take in charge ticket,2011-01-13 13:42:36,Value 2
4431,Resolve ticket,2011-01-13 13:44:09,Value 2
4431,Closed,2011-02-11 14:50:25,Value 5
4432,Assign seriousness,2012-01-17 16:04:58,Value 1
4432,Take in charge ticket,2012-01-18 13:40:33,Value 9
4432,Resolve ticket,2012-01-26 16:15:21,Value 9
4432,Closed,2012-02-17 16:10:26,Value 5
4433,Assign seriousness,2011-10-04 08:52:18,Value 1
4433,Assign seriousness,2011-10-04 09:17:26,Value 1
4433,Take in charge ticket,2011-10-04 10:13:00,Value 16
4433,Resolve ticket,2011-10-04 10:37:28,Value 16
4433,Closed,2011-11-17 10:01:10,Value 5
4434,Assign seriousness,2013-10-18 15:40:31,Value 14
4434,Take in charge ticket,2013-10-18 15:40:50,Value 14
4434,Create SW anomaly,2013-10-18 15:47:30,Value 14
4434,Resolve ticket,2013-11-06 09:36:08,Value 2
4434,Closed,2013-11-21 09:36:26,Value 3
4435,Assign seriousness,2011-02-04 11:43:37,Value 8
4435,Take in charge ticket,2011-02-04 15:33:31,Value 13
4435,Resolve ticket,2011-02-09 09:23:02,Value 13
4435,Closed,2011-03-09 11:50:28,Value 5
4437,Assign seriousness,2010-04-13 08:01:03,Value 2
4437,Take in charge ticket,2010-05-12 13:41:21,Value 2
4437,Resolve ticket,2010-05-12 13:41:25,Value 2
4437,Closed,2010-06-11 13:41:50,Value 5
4438,Assign seriousness,2010-12-13 09:04:49,Value 2
4438,Take in charge ticket,2010-12-13 09:05:47,Value 2
4438,Resolve ticket,2010-12-13 16:43:00,Value 2
4438,Closed,2011-01-13 09:10:27,Value 5
4439,Assign seriousness,2012-03-21 16:26:16,Value 1
4439,Take in charge ticket,2012-03-21 16:26:28,Value 1
4439,Resolve ticket,2012-03-26 15:25:08,Value 1
4439,Closed,2012-04-21 15:30:26,Value 5
4440,Assign seriousness,2010-11-08 13:54:27,Value 2
4440,Take in charge ticket,2010-11-08 13:56:37,Value 2
4440,Resolve ticket,2010-11-08 13:59:37,Value 2
4440,Closed,2011-01-06 14:01:15,Value 5
4441,Assign seriousness,2011-09-05 15:03:00,Value 12
4441,Assign seriousness,2011-09-06 15:55:56,Value 12
4441,Assign seriousness,2011-09-06 15:55:57,Value 12
4441,Take in charge ticket,2011-09-19 10:48:25,Value 2
4441,Resolve ticket,2011-09-26 14:06:31,Value 2
4441,Closed,2011-10-26 14:06:53,Value 5
4442,Assign seriousness,2013-01-03 15:40:10,Value 1
4442,Take in charge ticket,2013-01-28 10:57:23,Value 13
4442,Resolve ticket,2013-02-08 13:17:42,Value 2
4442,Closed,2013-02-23 13:17:52,Value 3
4443,Assign seriousness,2012-08-06 08:21:37,Value 13
4443,Take in charge ticket,2012-08-06 08:30:52,Value 4
4443,Wait,2012-08-08 15:35:23,Value 4
4443,Resolve ticket,2012-08-27 07:43:41,Value 4
4443,Closed,2012-09-11 07:43:53,Value 3
4444,Assign seriousness,2012-05-24 09:42:53,Value 1
4444,Take in charge ticket,2012-05-25 12:49:51,Value 2
4444,Wait,2012-05-25 12:55:45,Value 2
4444,Resolve ticket,2012-06-01 07:02:59,Value 2
4444,Closed,2012-06-30 14:00:28,Value 5
4445,Assign seriousness,2011-11-22 10:21:43,Value 1
4445,Take in charge ticket,2011-11-29 10:36:04,Value 2
4445,Resolve ticket,2011-12-13 15:25:11,Value 2
4445,Closed,2011-12-28 15:25:22,Value 5
4446,Assign seriousness,2011-01-10 12:00:18,Value 8
4446,Take in charge ticket,2011-01-14 16:34:23,Value 17
4446,Resolve ticket,2011-01-14 16:34:32,Value 17
4446,Closed,2011-02-23 12:00:55,Value 5
4448,Assign seriousness,2012-04-05 14:35:31,Value 1
4448,Take in charge ticket,2012-04-06 08:51:18,Value 4
4448,Resolve ticket,2012-04-11 09:12:13,Value 4
4448,Closed,2012-05-08 14:40:14,Value 5
4449,Assign seriousness,2013-10-09 12:32:30,Value 18
4449,Take in charge ticket,2013-10-14 08:51:55,Value 9
4449,Wait,2013-10-14 09:12:00,Value 9
4449,Resolve ticket,2013-10-25 12:20:32,Value 9
4449,Closed,2013-11-09 13:20:51,Value 3
4450,Assign seriousness,2012-07-26 16:00:23,Value 13
4450,Take in charge ticket,2012-07-27 10:24:17,Value 4
4450,Resolve ticket,2012-07-27 15:34:09,Value 4
4450,Closed,2012-09-02 16:00:17,Value 5
4451,Assign seriousness,2012-04-16 08:52:21,Value 13
4451,Take in charge ticket,2012-04-17 09:58:19,Value 13
4451,Wait,2012-04-18 14:58:19,Value 13
4451,Take in charge ticket,2012-04-30 13:27:43,Value 1
4451,Wait,2012-04-30 13:28:49,Value 1
4451,Resolve ticket,2012-05-09 08:57:23,Value 1
4451,Resolve ticket,2012-05-09 08:57:26,Value 1
4451,Closed,2012-05-29 13:00:17,Value 5
4452,Assign seriousness,2011-01-19 14:25:08,Value 2
4452,Take in charge ticket,2011-01-21 10:59:39,Value 2
4452,Resolve ticket,2011-01-21 11:00:43,Value 2
4452,Closed,2011-02-19 14:31:21,Value 5
4453,Assign seriousness,2011-11-17 15:46:20,Value 4
4453,Resolve ticket,2011-11-18 16:13:22,Value 4
4453,Closed,2011-12-20 15:51:09,Value 5
4454,Assign seriousness,2012-06-11 12:58:53,Value 13
4454,Take in charge ticket,2012-06-11 12:59:02,Value 13
4454,Resolve ticket,2012-06-13 07:47:21,Value 13
4454,Closed,2012-07-19 13:00:23,Value 5
4455,Assign seriousness,2011-09-27 13:21:18,Value 1
4455,Take in charge ticket,2011-09-29 12:21:29,Value 2
4455,Wait,2011-10-11 10:51:15,Value 10
4455,Wait,2011-10-11 15:30:30,Value 2
4455,Resolve ticket,2011-10-12 07:42:27,Value 2
4455,Closed,2011-10-28 14:40:18,Value 5
4456,Assign seriousness,2012-07-20 10:07:01,Value 1
4456,Take in charge ticket,2012-07-25 13:32:00,Value 4
4456,Resolve ticket,2012-07-25 14:29:33,Value 4
4456,Closed,2012-09-06 10:10:28,Value 5
4457,Assign seriousness,2010-10-04 09:20:47,Value 2
4457,Assign seriousness,2010-10-04 09:21:28,Value 2
4457,Take in charge ticket,2010-10-04 09:53:48,Value 2
4457,Resolve ticket,2010-10-06 10:38:21,Value 7
4457,Closed,2010-11-17 10:31:57,Value 5
4459,Assign seriousness,2010-09-24 15:59:41,Value 9
4459,Take in charge ticket,2010-09-27 07:01:43,Value 6
4459,Wait,2010-10-04 13:05:25,Value 6
4459,Wait,2010-10-07 09:33:55,Value 2
4459,Take in charge ticket,2010-10-12 15:13:49,Value 2
4459,Wait,2010-10-12 15:14:00,Value 2
4459,Take in charge ticket,2010-10-12 15:14:12,Value 2
4459,Resolve ticket,2010-10-12 15:15:24,Value 2
4459,Closed,2010-10-27 15:15:42,Value 5
4460,Assign seriousness,2011-06-07 08:02:07,Value 8
4460,Take in charge ticket,2011-06-07 08:02:22,Value 8
4460,Resolve ticket,2011-06-08 07:28:41,Value 8
4460,Closed,2011-08-05 08:10:44,Value 5
4461,Assign seriousness,2012-04-17 14:32:30,Value 1
4461,Take in charge ticket,2012-04-18 12:38:18,Value 13
4461,Resolve ticket,2012-04-20 15:29:20,Value 13
4461,Closed,2012-05-18 14:40:09,Value 5
4462,Assign seriousness,2011-11-14 09:17:44,Value 4
4462,Resolve ticket,2011-11-14 09:57:23,Value 4
4462,Closed,2011-12-15 09:20:17,Value 5
4463,Assign seriousness,2013-08-02 14:27:32,Value 14
4463,Take in charge ticket,2013-08-02 14:47:03,Value 14
4463,Wait,2013-08-16 09:18:15,Value 9
4463,Wait,2013-08-16 09:18:16,Value 9
4463,Resolve ticket,2013-08-19 09:20:10,Value 9
4463,Closed,2013-09-03 09:20:23,Value 3
4464,Assign seriousness,2010-11-10 16:32:22,Value 14
4464,Take in charge ticket,2010-11-11 08:40:24,Value 2
4464,Resolve ticket,2010-11-12 10:04:52,Value 14
4464,Resolve ticket,2010-11-12 10:34:49,Value 14
4464,Take in charge ticket,2010-11-12 11:10:27,Value 14
4464,Resolve ticket,2010-11-23 11:22:41,Value 2
4464,Closed,2010-12-11 16:40:11,Value 5
4465,Assign seriousness,2011-10-03 09:17:19,Value 1
4465,Take in charge ticket,2011-10-04 13:04:17,Value 2
4465,Resolve ticket,2011-10-31 15:30:12,Value 2
4465,Closed,2011-11-15 15:30:23,Value 5
4466,Assign seriousness,2012-03-16 13:08:31,Value 1
4466,Take in charge ticket,2012-03-16 13:08:41,Value 1
4466,Resolve ticket,2012-03-16 13:43:24,Value 1
4466,Closed,2012-04-18 12:10:22,Value 5
4467,Assign seriousness,2012-01-04 15:07:42,Value 13
4467,Take in charge ticket,2012-01-04 16:58:40,Value 1
4467,Wait,2012-01-10 13:55:48,Value 1
4467,Resolve ticket,2012-01-11 10:55:24,Value 1
4467,Closed,2012-02-25 10:55:46,Value 5
4468,Assign seriousness,2010-02-09 14:31:28,Value 2
4468,Take in charge ticket,2010-02-09 14:31:46,Value 2
4468,Create SW anomaly,2010-02-09 14:32:02,Value 2
4468,Resolve ticket,2010-03-22 16:18:31,Value 2
4468,Take in charge ticket,2010-03-22 16:18:50,Value 2
4468,Create SW anomaly,2010-03-22 16:18:56,Value 2
4468,Resolve ticket,2010-03-22 16:22:09,Value 2
4468,Closed,2010-04-06 15:22:17,Value 5
4471,Assign seriousness,2011-02-28 13:17:29,Value 8
4471,Take in charge ticket,2011-03-25 11:53:05,Value 2
4471,Wait,2011-03-25 11:55:12,Value 2
4471,Take in charge ticket,2011-03-25 15:06:50,Value 2
4471,Resolve ticket,2011-03-25 15:07:01,Value 2
4471,Closed,2011-04-09 14:07:15,Value 5
4472,Assign seriousness,2012-07-31 07:21:57,Value 1
4472,Resolve ticket,2012-08-02 15:24:42,Value 4
4472,Resolve ticket,2012-08-02 15:25:31,Value 4
4472,Closed,2012-09-15 07:30:39,Value 5
4473,Assign seriousness,2011-09-28 15:48:22,Value 9
4473,Take in charge ticket,2011-09-28 15:48:33,Value 9
4473,Resolve ticket,2011-09-30 12:18:02,Value 9
4473,Closed,2011-11-13 16:50:22,Value 5
4474,Insert ticket,2010-11-10 17:05:25,Value 7
4474,Assign seriousness,2010-11-11 08:03:32,Value 2
4474,Take in charge ticket,2010-11-15 10:39:09,Value 2
4474,Resolve ticket,2010-11-15 10:40:28,Value 2
4474,Closed,2010-12-26 17:00:49,Value 5
4475,Assign seriousness,2011-03-16 08:35:56,Value 8
4475,Take in charge ticket,2011-03-16 08:36:41,Value 8
4475,Resolve ticket,2011-03-22 13:43:58,Value 2
4475,Closed,2011-04-28 07:40:19,Value 5
4476,Assign seriousness,2011-07-19 13:08:41,Value 2
4476,Assign seriousness,2011-07-19 13:17:50,Value 10
4476,Take in charge ticket,2011-07-19 14:54:43,Value 7
4476,Resolve ticket,2011-07-19 14:54:58,Value 7
